judul,text,tokens,tanggal,sentimen
"Di Bawah Target, Sri Mulyani Ramal Ekonomi RI 2024 Tumbuh 5,1%","di bawah target , sri mulyani ramal ekonomi RI 2024 tumbuh 5.1%","['di', 'bawah', 'target', ',', 'sri', 'mulyani', 'rama', '##l', 'ekonomi', 'ri', '202', '##4', 'tumbuh', '5', '.', '1', '%']",2024/10/18,netral
"Masih Banyak Orang 'Jajan', Sri Mulyani Klaim Ekonomi RI Masih Tumbuh","masih banyak orang jajan , sri mulyani klaim ekonomi RI masih tumbuh","['masih', 'banyak', 'orang', 'jajan', ',', 'sri', 'mulyani', 'klaim', 'ekonomi', 'ri', 'masih', 'tumbuh']",2024/10/18,netral
"RI Jadi Korban Perang Israel Vs Hizbulllah, Ini Buktinya!","RI jadi korban perang israel vs hizbulllah , ini buktinya !","['ri', 'jadi', 'korban', 'perang', 'israel', 'vs', 'hiz', '##bul', '##ll', '##ah', ',', 'ini', 'buktinya', '!']",2024/10/18,negatif
"Sri Mulyani Pede Modal Asing Antre Masuk ke RI, ini Alasannya","sri mulyani pede modal asing antre masuk ke RI , ini alasannya","['sri', 'mulyani', 'pede', 'modal', 'asing', 'antre', 'masuk', 'ke', 'ri', ',', 'ini', 'alasannya']",2024/10/18,positif
"Perang di Timur Tengah Bikin RI Apes, Ini Langkah Sri Mulyani Cs!","perang di timur tengah bikin RI apes , ini langkah sri mulyani cs !","['perang', 'di', 'timur', 'tengah', 'bikin', 'ri', 'ape', '##s', ',', 'ini', 'langkah', 'sri', 'mulyani', 'cs', '!']",2024/10/18,negatif
"Kabar Buruk Tiba-tiba Muncul di Oktober, Sri Mulyani Cs Was-was!","kabar buruk tiba-tiba muncul di oktober , sri mulyani cs was-was !","['kabar', 'buruk', 'tiba', '-', 'tiba', 'muncul', 'di', 'oktober', ',', 'sri', 'mulyani', 'cs', 'was', '-', 'was', '!']",2024/10/18,negatif
"Buka-bukaan, HATM Siap Dongkrak Bisnis Lewat Penguatan Armada Kapal","buka-bukaan , HATM siap dongkrak bisnis lewat penguatan armada kapal","['buka', '-', 'bukaan', ',', 'hat', '##m', 'siap', 'dong', '##kr', '##ak', 'bisnis', 'lewat', 'penguatan', 'armada', 'kapal']",2024/10/18,positif
Ini Pesan Bos Bursa Buat Menteri BUMN Kabinet Prabowo,ini pesan bos bursa buat menteri BUMN kabinet prabowo,"['ini', 'pesan', 'bos', 'bursa', 'buat', 'menteri', 'bumn', 'kabinet', 'prabowo']",2024/10/18,netral
"Sri Mulyani, BI, OJK, LPS Tegaskan Sistem Keuangan RI Masih Aman","sri mulyani , BI , OJK , LPS tegaskan sistem keuangan RI masih aman","['sri', 'mulyani', ',', 'bi', ',', 'ojk', ',', 'lps', 'tegaskan', 'sistem', 'keuangan', 'ri', 'masih', 'aman']",2024/10/18,netral
Happy Weekend! IHSG Menguat 6 hari Beruntun Jelang Pelantikan Prabowo,happy weekend ! IHSG menguat 6 hari beruntun jelang pelantikan prabowo,"['happy', 'weekend', '!', 'ihsg', 'menguat', '6', 'hari', 'beruntun', 'jelang', 'pelantikan', 'prabowo']",2024/10/18,positif
BUMN Kini Lebih Sangar di Pasar Global,BUMN kini lebih sangar di pasar global,"['bumn', 'kini', 'lebih', 'sang', '##ar', 'di', 'pasar', 'global']",2024/10/18,positif
"Jokowi Teken Aturan Asuransi Bagi Eks Menteri, OJK Beri Bocorannya","jokowi teken aturan asuransi bagi eks menteri , OJK beri bocorannya","['jokowi', 'tek', '##en', 'aturan', 'asuransi', 'bagi', 'eks', 'menteri', ',', 'ojk', 'beri', 'bocoran', '##nya']",2024/10/18,netral
"Saham Grup Lippo Tiba-Tiba Kompak Terbang, Ada Apa?","saham grup lippo tiba-tiba kompak terbang , ada apa ?","['saham', 'grup', 'lippo', 'tiba', '-', 'tiba', 'kompak', 'terbang', ',', 'ada', 'apa', '?']",2024/10/18,positif
KBank Bakal Transformasi Bank Maspion ke Standar Internasional,kbank bakal transformasi bank maspion ke standar internasional,"['kb', '##ank', 'bakal', 'transformasi', 'bank', 'mas', '##pi', '##on', 'ke', 'standar', 'internasional']",2024/10/18,positif
Nilai Tukar Rupiah Menguat Jelang Pelantikan Prabowo-Gibran,nilai tukar rupiah menguat jelang pelantikan prabowo-gibran,"['nilai', 'tukar', 'rupiah', 'menguat', 'jelang', 'pelantikan', 'prabowo', '-', 'gib', '##ran']",2024/10/18,positif
Bank Maspion Incar Masuk Daftar Top 15 Bank Terbesar di Indonesia,bank maspion incar masuk daftar top 15 bank terbesar di indonesia,"['bank', 'mas', '##pi', '##on', 'inc', '##ar', 'masuk', 'daftar', 'top', '15', 'bank', 'terbesar', 'di', 'indonesia']",2024/10/18,positif
"IHSG Pangkas Penguatan, Saham Ini Biang Keroknya","IHSG pangkas penguatan , saham ini biang keroknya","['ihsg', 'pangk', '##as', 'penguatan', ',', 'saham', 'ini', 'biang', 'ker', '##oknya']",2024/10/18,negatif
"Perluas Pangsa Pasar Premium, Garuda Indonesia Gandeng Thamrin Nine","perluas pangsa pasar premium , garuda indonesia gandeng thamrin nine","['perlu', '##as', 'pangsa', 'pasar', 'premium', ',', 'garuda', 'indonesia', 'gand', '##eng', 'thamrin', 'nin', '##e']",2024/10/18,positif
"Bank Banten (BEKS) Tunda RUPSLB, Ini Penyebabnya","bank banten ( BEKS ) tunda rupslb , ini penyebabnya","['bank', 'banten', '(', 'bek', '##s', ')', 'tunda', 'rup', '##sl', '##b', ',', 'ini', 'penyebabnya']",2024/10/18,negatif
"Tancorp Borong Saham BLES 66,8 Juta Lembar",tancorp borong saham BLES 66.8 juta lembar,"['tan', '##cor', '##p', 'bor', '##ong', 'saham', 'bl', '##es', '66', '.', '8', 'juta', 'lembar']",2024/10/18,positif
"Bursa Kaji Batasan Free Float 10% Bagi IPO Jumbo, Ini Alasannya","bursa kaji batasan free float 10% bagi IPO jumbo , ini alasannya","['bursa', 'kaji', 'batasan', 'free', 'flo', '##at', '10', '%', 'bagi', 'ip', '##o', 'jumbo', ',', 'ini', 'alasannya']",2024/10/18,netral
Prabowo Effect! Dolar Bertekuk Lutut ke Level Rp 15.450,prabowo effect ! dolar bertekuk lutut ke level rp 15.450,"['prabowo', 'effect', '!', 'dolar', 'bertek', '##uk', 'lutut', 'ke', 'level', 'rp', '15', '.', '450']",2024/10/18,positif
"NPL KPR Makin Bengkak Saat Suku Bunga Turun, Ini Penyebabnya","NPL KPR makin bengkak saat suku bunga turun , ini penyebabnya","['np', '##l', 'kpr', 'makin', 'bengkak', 'saat', 'suku', 'bunga', 'turun', ',', 'ini', 'penyebabnya']",2024/10/18,negatif
"Kisah Prabowo Kapok Main Saham, Ternyata ini Alasannya","kisah prabowo kapok main saham , ternyata ini alasannya","['kisah', 'prabowo', 'kap', '##ok', 'main', 'saham', ',', 'ternyata', 'ini', 'alasannya']",2024/10/18,netral
"BSI (BRIS) Bakal Genjot Bisnis Emas, 3 Segmen Nasabah Ini Dibidik","BSI ( BRIS ) bakal genjot bisnis emas , 3 segmen nasabah ini dibidik","['bs', '##i', '(', 'bris', ')', 'bakal', 'genj', '##ot', 'bisnis', 'emas', ',', '3', 'segmen', 'nasabah', 'ini', 'dib', '##idik']",2024/10/18,positif
"Data Tenaga Kerja AS Membaik, Dolar Naik Tipis ke Rp15.500","data tenaga kerja AS membaik , dolar naik tipis ke rp 15.500","['data', 'tenaga', 'kerja', 'as', 'membaik', ',', 'dolar', 'naik', 'tipis', 'ke', 'rp', '15', '.', '500']",2024/10/18,negatif
BEI Kunci Saham Metro Realty (MTSM) & Buka Gembok Pyridam Farma (PYFA),BEI kunci saham metro realty ( MTSM ) buka gembok pyridam farma ( PYFA ),"['bei', 'kunci', 'saham', 'metro', 'real', '##ty', '(', 'mts', '##m', ')', 'buka', 'gemb', '##ok', 'py', '##rida', '##m', 'farma', '(', 'py', '##fa', ')']",2024/10/18,netral
"IHSG Dibuka Semangat Lagi, Bersiap Balik ke 7.800-an","IHSG dibuka semangat lagi , bersiap balik ke 7800-an","['ihsg', 'dibuka', 'semangat', 'lagi', ',', 'bersiap', 'balik', 'ke', '78', '##00', '-', 'an']",2024/10/18,positif
"Kabinet Gemuk Disoroti, Keuangan Negara Bisa Terbebani","kabinet gemuk disoroti , keuangan negara bisa terbebani","['kabinet', 'gemuk', 'dis', '##oroti', ',', 'keuangan', 'negara', 'bisa', 'terbeb', '##ani']",2024/10/18,negatif
"Indikasi Pola Transaksi Tak Wajar, BEI Pantau Saham SMIL, DNAR & HATM","indikasi pola transaksi tak wajar , BEI pantau saham SMIL , DNAR HATM","['indikasi', 'pola', 'transaksi', 'tak', 'wajar', ',', 'bei', 'pantau', 'saham', 'sm', '##il', ',', 'dna', '##r', 'hat', '##m']",2024/10/18,negatif
"Bitcoin Cs Loyo, Ternyata Ini Penyebabnya","bitcoin cs loyo , ternyata ini penyebabnya","['bitcoin', 'cs', 'loy', '##o', ',', 'ternyata', 'ini', 'penyebabnya']",2024/10/18,negatif
Bos Besar KBank Buka Suara Soal Caplok Bank Baru di RI,bos besar kbank buka suara soal caplok bank baru di RI,"['bos', 'besar', 'kb', '##ank', 'buka', 'suara', 'soal', 'cap', '##lok', 'bank', 'baru', 'di', 'ri']",2024/10/18,netral
"Holywings Dikabarkan Mau IPO, Ini Kabar Terbaru dari BEI","holywings dikabarkan mau IPO , ini kabar terbaru dari BEI","['hol', '##y', '##win', '##gs', 'dikabarkan', 'mau', 'ip', '##o', ',', 'ini', 'kabar', 'terbaru', 'dari', 'bei']",2024/10/18,positif
"Dilantik 20 Oktober, Ini Setumpuk PR Besar untuk Prabowo & Gibran","dilantik 20 oktober , ini setumpuk PR besar untuk prabowo gibran","['dilantik', '20', 'oktober', ',', 'ini', 'setu', '##mp', '##uk', 'pr', 'besar', 'untuk', 'prabowo', 'gib', '##ran']",2024/10/18,netral
"Berisikan 108 Nama, Ekonom & Pakar Bedah Susunan Kabinet Prabowo","berisikan 108 nama , ekonom pakar bedah susunan kabinet prabowo","['berisikan', '108', 'nama', ',', 'ekonom', 'pakar', 'bedah', 'susunan', 'kabinet', 'prabowo']",2024/10/18,netral
Asing Terciduk Kompak Lego 10 Saham Ini Kala IHSG Melejit,asing terciduk kompak lego 10 saham ini kala IHSG melejit,"['asing', 'terc', '##id', '##uk', 'kompak', 'leg', '##o', '10', 'saham', 'ini', 'kala', 'ihsg', 'melej', '##it']",2024/10/18,negatif
"Skema Jaminan Kesehatan Pensiunan Menteri Jokowi, Berlaku Seumur Hidup","skema jaminan kesehatan pensiunan menteri jokowi , berlaku seumur hidup","['skema', 'jaminan', 'kesehatan', 'pensiunan', 'menteri', 'jokowi', ',', 'berlaku', 'seumur', 'hidup']",2024/10/18,netral
"Pasar Menanti Kabar dari China, Rupiah Siap Happy Weekend?","pasar menanti kabar dari china , rupiah siap happy weekend ?","['pasar', 'menanti', 'kabar', 'dari', 'china', ',', 'rupiah', 'siap', 'happy', 'weekend', '?']",2024/10/18,netral
Kisah Petani Jawa Dapat Harta Karun Emas 16 Kg Saat Gali Sawah,kisah petani jawa dapat harta karun emas 16 kg saat gali sawah,"['kisah', 'petani', 'jawa', 'dapat', 'harta', 'karun', 'emas', '16', 'kg', 'saat', 'gali', 'sawah']",2024/10/18,netral
Asing Diam-Diam Borong 10 Saham Ini Kala IHSG Balik ke Level 7.700,asing diam-diam borong 10 saham ini kala IHSG balik ke level 7.700,"['asing', 'diam', '-', 'diam', 'bor', '##ong', '10', 'saham', 'ini', 'kala', 'ihsg', 'balik', 'ke', 'level', '7', '.', '700']",2024/10/18,positif
"Warga RI Kompak Tinggalkan ATM, Pilih Transaksi di Sini","warga RI kompak tinggalkan ATM , pilih transaksi di sini","['warga', 'ri', 'kompak', 'tinggalkan', 'atm', ',', 'pilih', 'transaksi', 'di', 'sini']",2024/10/18,netral
"5 Anggota BPK Resmi Dilantik, Ini Daftar Namanya!","5 anggota BPK resmi dilantik , ini daftar namanya !","['5', 'anggota', 'bpk', 'resmi', 'dilantik', ',', 'ini', 'daftar', 'namanya', '!']",2024/10/18,netral
Segini Harta Kekayaan 8 Presiden RI Mulai Soekarno Hingga Prabowo,segini harta kekayaan 8 presiden RI mulai soekarno hingga prabowo,"['segi', '##ni', 'harta', 'kekayaan', '8', 'presiden', 'ri', 'mulai', 'soekarno', 'hingga', 'prabowo']",2024/10/19,netral
Sanksi Menanti! Pedagang Dilarang Tolak Tunai-Kenakan Biaya QRIS,sanksi menanti ! pedagang dilarang tolak tunai-kenakan biaya QRIS,"['sanksi', 'menanti', '!', 'pedagang', 'dilarang', 'tolak', 'tunai', '-', 'kenakan', 'biaya', 'q', '##ris']",2024/10/19,negatif
"Deret Beban Baru Bakal Kuras Kantong Warga RI di 2025, Siap-Siap","deret beban baru bakal kuras kantong warga RI di 2025 , siap-siap","['deret', 'beban', 'baru', 'bakal', 'kur', '##as', 'kantong', 'warga', 'ri', 'di', '2025', ',', 'siap', '-', 'siap']",2024/10/19,netral
Tukang Becak Mendadak Kaya Raya Dapat Rp 50 M Semalam,tukang becak mendadak kaya raya dapat rp 50 m semalam,"['tukang', 'becak', 'mendadak', 'kaya', 'raya', 'dapat', 'rp', '50', 'm', 'semalam']",2024/10/19,netral
"Robert Kiyosaki Warning Kiamat Finansial, 3 Aset Ini Jadi Juru Selamat","robert kiyosaki warning kiamat finansial , 3 aset ini jadi juru selamat","['robert', 'ki', '##yos', '##aki', 'warning', 'kiamat', 'finansial', ',', '3', 'aset', 'ini', 'jadi', 'juru', 'selamat']",2024/10/19,netral
Segini Uang Pensiun Jokowi Usai Lepas Jabatan Presiden RI,segini uang pensiun jokowi usai lepas jabatan presiden RI,"['segi', '##ni', 'uang', 'pensiun', 'jokowi', 'usai', 'lepas', 'jabatan', 'presiden', 'ri']",2024/10/19,netral
"Belajar dari Raffi Ahmad, Begini Hukum Ahli Waris di Indonesia","belajar dari raffi ahmad , begini hukum ahli waris di indonesia","['belajar', 'dari', 'raffi', 'ahmad', ',', 'begini', 'hukum', 'ahli', 'waris', 'di', 'indonesia']",2024/10/19,netral
"6 Kebiasaan Sehari-hari yang Bikin Orang Susah Jadi Kaya, Hindari!","6 kebiasaan sehari-hari yang bikin orang susah jadi kaya , hindari !","['6', 'kebiasaan', 'sehari', '-', 'hari', 'yang', 'bikin', 'orang', 'susah', 'jadi', 'kaya', ',', 'hindari', '!']",2024/10/19,netral
"Bebas dari Penjara, Sosok Ini Bangkit Jadi Raja Otomotif RI","bebas dari penjara , sosok ini bangkit jadi raja otomotif RI","['bebas', 'dari', 'penjara', ',', 'sosok', 'ini', 'bangkit', 'jadi', 'raja', 'otomotif', 'ri']",2024/10/19,netral
"Wamen BUMN Jadi 3, Tiko Ditemani Dony Oskaria dan Aminuddin Ma'ruf","wamen BUMN jadi 3 , tiko ditemani dony oskaria dan aminuddin maruf","['wa', '##men', 'bumn', 'jadi', '3', ',', 'tik', '##o', 'ditemani', 'don', '##y', 'os', '##kar', '##ia', 'dan', 'amin', '##uddin', 'mar', '##uf']",2024/10/20,netral
Prabowo Kembali Angkat Erick Thohir Jadi Menteri BUMN,prabowo kembali angkat erick thohir jadi menteri BUMN,"['prabowo', 'kembali', 'angkat', 'eric', '##k', 'tho', '##hir', 'jadi', 'menteri', 'bumn']",2024/10/20,netral
"Daftar Emiten Pendukung Prabowo, Ada Punya Bakrie hingga Prajogo","daftar emiten pendukung prabowo , ada punya bakrie hingga prajogo","['daftar', 'emiten', 'pendukung', 'prabowo', ',', 'ada', 'punya', 'bakrie', 'hingga', 'pra', '##jog', '##o']",2024/10/20,netral
"Wacana Super Holding BUMN, Anggota DPR dari PDIP Buka Suara","wacana super holding BUMN , anggota DPR dari PDIP buka suara","['wacana', 'super', 'hold', '##ing', 'bumn', ',', 'anggota', 'dpr', 'dari', 'pdip', 'buka', 'suara']",2024/10/20,netral
BRI Life Dapat Restu OJK Pisah Unit Asurasi Syariah 2026,BRI life dapat restu OJK pisah unit asurasi syariah 2026,"['bri', 'life', 'dapat', 'restu', 'ojk', 'pisah', 'unit', 'as', '##urasi', 'syariah', '202', '##6']",2024/10/20,netral
"Daftar Pengusaha di Belakang Prabowo, Ada Raja Taksi hingga Tambang","daftar pengusaha di belakang prabowo , ada raja taksi hingga tambang","['daftar', 'pengusaha', 'di', 'belakang', 'prabowo', ',', 'ada', 'raja', 'taksi', 'hingga', 'tambang']",2024/10/20,netral
Ketakutan Jokowi di Akhir Jabatan Kembali Muncul,ketakutan jokowi di akhir jabatan kembali muncul,"['ketakutan', 'jokowi', 'di', 'akhir', 'jabatan', 'kembali', 'muncul']",2024/10/20,negatif
"Prabowo Arak-Arakan Pakai Maung Buatan Pindad, Ini Spesifikasinya","prabowo arak-arakan pakai maung buatan pindad , ini spesifikasinya","['prabowo', 'arak', '-', 'arak', '##an', 'pakai', 'mau', '##ng', 'buatan', 'pind', '##ad', ',', 'ini', 'spesifikasinya']",2024/10/20,netral
Lo Kheng Hong Buka-bukaan Kebiasaan Ini Bikin Warga RI Jadi Miskin,lo kheng hong buka-bukaan kebiasaan ini bikin warga RI jadi miskin,"['lo', 'kh', '##eng', 'hong', 'buka', '-', 'bukaan', 'kebiasaan', 'ini', 'bikin', 'warga', 'ri', 'jadi', 'miskin']",2024/10/20,netral
"Lolos Rampok Emas 960 Kg di RI, Malah Ketahuan Gegara Ulah Istri","lolos rampok emas 960 kg di RI , malah ketahuan gegara ulah istri","['lolos', 'ramp', '##ok', 'emas', '96', '##0', 'kg', 'di', 'ri', ',', 'malah', 'ketahuan', 'geg', '##ara', 'ulah', 'istri']",2024/10/20,negatif
"Jelang Rilis Laporan Keuangan, Wall Street Justru Anjlok Berjamaah","jelang rilis laporan keuangan , wall street justru anjlok berjamaah","['jelang', 'rilis', 'laporan', 'keuangan', ',', 'wall', 'street', 'justru', 'anjlok', 'berjamaah']",2024/10/21,negatif
"Erick Thohir Dapat Dua Tugas Khusus dari Prabowo, Ini Strateginya","erick thohir dapat dua tugas khusus dari prabowo , ini strateginya","['eric', '##k', 'tho', '##hir', 'dapat', 'dua', 'tugas', 'khusus', 'dari', 'prabowo', ',', 'ini', 'strategi', '##nya']",2024/10/21,netral
Maman Abdurachman Ungkap Alasan Prabowo Bikin Kementerian UMKM,maman abdurachman ungkap alasan prabowo bikin kementerian UMKM,"['mama', '##n', 'abdur', '##ach', '##man', 'ungkap', 'alasan', 'prabowo', 'bikin', 'kementerian', 'umkm']",2024/10/21,netral
Daftar Kekayaan Wakil Menteri BUMN,daftar kekayaan wakil menteri BUMN,"['daftar', 'kekayaan', 'wakil', 'menteri', 'bumn']",2024/10/21,netral
3 Raksasa Rokok Global Mau Bayar Ganti Rugi Rp 365 Triliun ke Perokok,3 raksasa rokok global mau bayar ganti rugi rp 365 triliun ke perokok,"['3', 'raksasa', 'rokok', 'global', 'mau', 'bayar', 'ganti', 'rugi', 'rp', '365', 'triliun', 'ke', 'perokok']",2024/10/21,netral
"Usai Dilantik Jadi Wamen BUMN, Dony Oskaria Ungkap Nasib InJourney","usai dilantik jadi wamen BUMN , dony oskaria ungkap nasib injourney","['usai', 'dilantik', 'jadi', 'wa', '##men', 'bumn', ',', 'don', '##y', 'os', '##kar', '##ia', 'ungkap', 'nasib', 'inj', '##our', '##ney']",2024/10/21,netral
"Laba Kotor WSBP di Kuartal III-2024 Lompat 87,1%, Ini Penopangnya","laba kotor WSBP di kuartal iii-2024 lompat 87.1% , ini penopangnya","['laba', 'kotor', 'ws', '##bp', 'di', 'kuartal', 'iii', '-', '202', '##4', 'lompat', '87', '.', '1', '%', ',', 'ini', 'pen', '##opang', '##nya']",2024/10/21,positif
"Wamen Tiko Ungkap Tugas di BUMN, Sebut Kimia Farma & Waskita Karya","wamen tiko ungkap tugas di BUMN , sebut kimia farma waskita karya","['wa', '##men', 'tik', '##o', 'ungkap', 'tugas', 'di', 'bumn', ',', 'sebut', 'kimia', 'farma', 'waskita', 'karya']",2024/10/21,netral
"Kisah Sukses Haji Isam, Dulu Ngojek Sekarang Berharta Triliunan","kisah sukses haji isam , dulu ngojek sekarang berharta triliunan","['kisah', 'sukses', 'haji', 'isa', '##m', ',', 'dulu', 'ng', '##oj', '##ek', 'sekarang', 'berh', '##arta', 'triliun', '##an']",2024/10/21,netral
"Soal Diberhentikan Sementara, Direktur BISI Andy Gumala Buka Suara","soal diberhentikan sementara , direktur BISI andy gumala buka suara","['soal', 'diberhentikan', 'sementara', ',', 'direktur', 'bis', '##i', 'andy', 'gum', '##ala', 'buka', 'suara']",2024/10/21,netral
"Usai Dilantik Prabowo, 3 Wamen BUMN Langsung Gaspol Bagi Tugas","usai dilantik prabowo , 3 wamen BUMN langsung gaspol bagi tugas","['usai', 'dilantik', 'prabowo', ',', '3', 'wa', '##men', 'bumn', 'langsung', 'gas', '##pol', 'bagi', 'tugas']",2024/10/21,netral
IHSG Semringah Pasca Pelantikan Menteri-Wakil Menteri Prabowo,IHSG semringah pasca pelantikan menteri-wakil menteri prabowo,"['ihsg', 'sem', '##ring', '##ah', 'pasca', 'pelantikan', 'menteri', '-', 'wakil', 'menteri', 'prabowo']",2024/10/21,positif
"Bisnis Eramet Sempoyongan Gegara Nikel RI, Saham Jeblok 50%","bisnis eramet sempoyongan gegara nikel RI , saham jeblok 50%","['bisnis', 'era', '##met', 'semp', '##oyong', '##an', 'geg', '##ara', 'nikel', 'ri', ',', 'saham', 'jeb', '##lok', '50', '%']",2024/10/21,negatif
"Jadi Menteri Lagi, Erick Mau Pangkas BUMN Jadi 30 dan Fokus di Hal Ini","jadi menteri lagi , erick mau pangkas BUMN jadi 30 dan fokus di hal ini","['jadi', 'menteri', 'lagi', ',', 'eric', '##k', 'mau', 'pangk', '##as', 'bumn', 'jadi', '30', 'dan', 'fokus', 'di', 'hal', 'ini']",2024/10/21,netral
"Maybank Minat Caplok PaninBank (PNBN), OJK Angkat Bicara","maybank minat caplok paninbank ( pnbn ) , OJK angkat bicara","['may', '##bank', 'minat', 'cap', '##lok', 'pan', '##in', '##bank', '(', 'pn', '##bn', ')', ',', 'ojk', 'angkat', 'bicara']",2024/10/21,netral
"Rupiah Tertekan Usai Prabowo Lantik Menteri, Dolar Naik ke Rp 15.490","rupiah tertekan usai prabowo lantik menteri , dolar naik ke rp 15.490","['rupiah', 'tertekan', 'usai', 'prabowo', 'lant', '##ik', 'menteri', ',', 'dolar', 'naik', 'ke', 'rp', '15', '.', '49', '##0']",2024/10/21,negatif
"Prabowo Resmi Dilantik, Sektor Asuransi Ini Diramal Bakal Ngebut","prabowo resmi dilantik , sektor asuransi ini diramal bakal ngebut","['prabowo', 'resmi', 'dilantik', ',', 'sektor', 'asuransi', 'ini', 'diram', '##al', 'bakal', 'ngebut']",2024/10/21,netral
Saham Sawit Haji Isam (JARR) Terbang Usai Pelantikan Menteri Prabowo,saham sawit haji isam ( JARR ) terbang usai pelantikan menteri prabowo,"['saham', 'sawit', 'haji', 'isa', '##m', '(', 'jar', '##r', ')', 'terbang', 'usai', 'pelantikan', 'menteri', 'prabowo']",2024/10/21,positif
"Jadi Menteri Pariwisata, Widiyanti Wardhana Mundur dari Komisaris TLDN","jadi menteri pariwisata , widiyanti wardhana mundur dari komisaris TLDN","['jadi', 'menteri', 'pariwisata', ',', 'widi', '##yanti', 'ward', '##hana', 'mundur', 'dari', 'komisaris', 'tl', '##dn']",2024/10/21,netral
"Jadi Menteri Pariwisata, Widiyanti Putri Mundur dari Teladan (TLDN)","jadi menteri pariwisata , widiyanti putri mundur dari teladan ( TLDN )","['jadi', 'menteri', 'pariwisata', ',', 'widi', '##yanti', 'putri', 'mundur', 'dari', 'teladan', '(', 'tl', '##dn', ')']",2024/10/21,netral
"Maybank Kabarnya Mau Akuisisi PNBN Harga 1,7x PBV, Ini kata Bos Panin","maybank kabarnya mau akuisisi PNBN harga 1.7x PBV , ini kata bos panin","['may', '##bank', 'kabarnya', 'mau', 'akuisisi', 'pn', '##bn', 'harga', '1', '.', '7', '##x', 'pb', '##v', ',', 'ini', 'kata', 'bos', 'pan', '##in']",2024/10/21,netral
